   113/199     1.65G   0.01589  0.005325         0   0.02122        14       512     0.786    0.6137    0.6509    0.2883   0.05056   0.02529         0
   114/199     1.65G   0.01613  0.005123         0   0.02125        14       512    0.7707    0.6194     0.648    0.2909    0.0508   0.02537         0
   115/199     1.65G   0.01584  0.005067         0   0.02091        14       512    0.8527    0.5902    0.6528    0.2914   0.05067   0.02556         0
   116/199     1.65G    0.0151  0.005195         0    0.0203        14       512    0.8184    0.6118    0.6651    0.2915   0.05017   0.02516         0
   117/199     1.65G   0.01491  0.005041         0   0.01995        14       512    0.8128    0.6215     0.668    0.3028   0.04971   0.02508         0
   118/199     1.65G    0.0151  0.005121         0   0.02022        14       512    0.7871    0.6314    0.6601    0.2966   0.04993   0.02512         0
   119/199     1.65G   0.01495  0.005029         0   0.01998        14       512      0.81    0.6196    0.6616     0.292    0.0499    0.0252         0
   120/199     1.65G   0.01444  0.004917         0   0.01935        14       512    0.7897     0.633    0.6646    0.2945   0.04977   0.02402         0
   121/199     1.65G   0.01448  0.004941         0   0.01942        14       512    0.8033    0.6255    0.6567    0.2932   0.04961   0.02441         0
   122/199     1.65G   0.01376  0.004898         0   0.01866        14       512     0.822    0.6157    0.6545     0.294   0.05023   0.02536         0
   123/199     1.65G   0.01378  0.004703         0   0.01848        14       512    0.8158    0.6254    0.6612    0.2996   0.05022   0.02513         0
   124/199     1.65G   0.01316  0.004866         0   0.01803        14       512    0.8014    0.6252    0.6645    0.3002   0.04982   0.02468         0
   125/199     1.65G   0.01364  0.004777         0   0.01841        14       512    0.7575    0.6686    0.6734    0.2989   0.04987   0.02485         0
   126/199     1.65G   0.01388  0.004897         0   0.01878        14       512    0.7808    0.6566    0.6849    0.3009   0.04984   0.02528         0
   127/199     1.65G   0.01381  0.004795         0   0.01861        14       512    0.8192    0.6314    0.6885    0.2995    0.0496   0.02479         0
   128/199     1.65G   0.01359  0.004821         0   0.01841        14       512    0.8235    0.6137     0.678    0.3002   0.04966    0.0252         0
   129/199     1.65G   0.01436  0.004833         0   0.01919        14       512     0.852    0.6097    0.6842    0.2998   0.04988   0.02536         0
   130/199     1.65G   0.01418  0.004838         0   0.01901        14       512    0.8284    0.6157    0.6725    0.3014   0.04972   0.02559         0
   131/199     1.65G    0.0136  0.004794         0   0.01839        14       512    0.7931    0.6255      0.66     0.299   0.04965   0.02523         0
   132/199     1.65G   0.01337  0.004626         0   0.01799        14       512    0.7947    0.6314    0.6634    0.2964   0.04945   0.02524         0
   133/199     1.65G   0.01323   0.00475         0   0.01798        14       512    0.8013    0.6176    0.6547    0.2963   0.04972   0.02575         0
   134/199     1.65G   0.01358  0.004588         0   0.01817        14       512    0.7995    0.6332    0.6512    0.2928   0.04985   0.02622         0
   135/199     1.65G   0.01297  0.004491         0   0.01746        14       512    0.8112    0.6235    0.6571    0.2995   0.04957   0.02585         0
   136/199     1.65G   0.01275  0.004452         0    0.0172        14       512     0.795    0.6235    0.6596    0.2938   0.04954   0.02573         0
   137/199     1.65G   0.01239  0.004549         0   0.01694        14       512    0.8129    0.6137     0.655    0.2958   0.04969    0.0257         0
   138/199     1.65G   0.01224  0.004468         0   0.01671        14       512    0.8085    0.6292    0.6699    0.3021   0.04923   0.02562         0
   139/199     1.65G   0.01173  0.004481         0   0.01621        14       512    0.8078    0.6353    0.6768    0.2972   0.04928   0.02534         0
   140/199     1.65G   0.01201  0.004506         0   0.01651        14       512    0.8092    0.6235    0.6705    0.2984   0.04932   0.02575         0
   141/199     1.65G   0.01167  0.004526         0   0.01619        14       512     0.797    0.6235    0.6532    0.2991   0.04954   0.02638         0
   142/199     1.65G   0.01127  0.004366         0   0.01564        14       512    0.8098    0.6176    0.6571    0.2971   0.04953   0.02607         0
   143/199     1.65G   0.01128  0.004435         0   0.01572        14       512    0.7884    0.6431    0.6641    0.2986   0.04945   0.02597         0
   144/199     1.65G   0.01117  0.004277         0   0.01545        14       512    0.7917     0.641    0.6644    0.2995   0.04967   0.02633         0
   145/199     1.65G   0.01139  0.004382         0   0.01577        14       512    0.8018    0.6353    0.6596    0.2983   0.04985   0.02639         0
   146/199     1.65G   0.01121  0.004204         0   0.01542        14       512     0.785    0.6451    0.6633     0.297   0.04964    0.0265         0
   147/199     1.65G   0.01114  0.004305         0   0.01544        14       512    0.8122    0.6196    0.6594    0.2952   0.04969    0.0266         0
   148/199     1.65G     0.011  0.004255         0   0.01526        14       512     0.789    0.6314    0.6613    0.2926   0.04972   0.02658         0
   149/199     1.65G   0.01099  0.004296         0   0.01529        14       512    0.7839    0.6333    0.6634    0.2936   0.04972   0.02669         0
   150/199     1.65G    0.0109  0.004334         0   0.01523        14       512    0.7917    0.6333    0.6647    0.2928   0.04975   0.02668         0
   151/199     1.65G    0.0109  0.004289         0   0.01518        14       512     0.787    0.6314    0.6604    0.2964   0.04976   0.02673         0
   152/199     1.65G   0.01099  0.004354         0   0.01535        14       512    0.7999    0.6353    0.6672    0.2976   0.04974   0.02704         0
   153/199     1.65G    0.0113  0.004168         0   0.01547        14       512    0.7785    0.6411    0.6596    0.2982   0.04961   0.02702         0
   154/199     1.65G   0.01065  0.004241         0   0.01489        14       512    0.8133    0.6152    0.6541    0.2965   0.04946   0.02702         0
   155/199     1.65G   0.01046  0.004283         0   0.01474        14       512    0.8128    0.6216    0.6601    0.2964   0.04952   0.02692         0
   156/199     1.65G   0.01043  0.004164         0   0.01459        14       512     0.805    0.6313    0.6612    0.2969   0.04951   0.02702         0
   157/199     1.65G   0.01047  0.004112         0   0.01458        14       512     0.797    0.6391    0.6734    0.2972   0.04956   0.02712         0
   158/199     1.65G   0.01059  0.004217         0   0.01481        14       512    0.7975    0.6333    0.6665    0.2967   0.04968   0.02736         0
   159/199     1.65G    0.0104   0.00421         0   0.01461        14       512    0.8095    0.6331     0.667    0.2981   0.04957   0.02707         0
   160/199     1.65G   0.01034  0.004087         0   0.01443        14       512    0.8286    0.6255    0.6644    0.2966   0.04947   0.02687         0
   161/199     1.65G  0.009954   0.00415         0    0.0141        14       512    0.8152    0.6312    0.6676    0.2956   0.04965    0.0271         0
   162/199     1.65G  0.009989  0.004097         0   0.01409        14       512    0.8193    0.6314    0.6614    0.2959   0.04979   0.02749         0
   163/199     1.65G   0.01014  0.004247         0   0.01439        14       512    0.8146    0.6294    0.6604    0.2948   0.04971   0.02745         0
   164/199     1.65G  0.009945  0.004131         0   0.01408        14       512    0.8138    0.6255    0.6619     0.296    0.0497   0.02735         0
   165/199     1.65G  0.009856  0.003936         0   0.01379        14       512    0.8208    0.6196    0.6618    0.2931    0.0497   0.02738         0
   166/199     1.65G  0.009584  0.004076         0   0.01366        14       512    0.8233    0.6214     0.663     0.297   0.04967   0.02738         0
   167/199     1.65G  0.009749  0.004027         0   0.01378        14       512     0.819    0.6216    0.6643    0.2986   0.04971   0.02748         0
   168/199     1.65G  0.009761  0.004078         0   0.01384        14       512    0.8191    0.6216     0.661    0.2971   0.04967   0.02743         0
   169/199     1.65G  0.009728  0.004026         0   0.01375        14       512    0.8191    0.6215    0.6588    0.2963   0.04967   0.02744         0
   170/199     1.65G   0.00955  0.004057         0   0.01361        14       512    0.8041    0.6196    0.6535    0.2953   0.04971   0.02757         0
   171/199     1.65G  0.009791  0.004104         0   0.01389        14       512     0.807    0.6235    0.6575    0.2975    0.0497   0.02761         0
   172/199     1.65G   0.00981  0.004155         0   0.01396        14       512     0.802    0.6273    0.6613    0.2966   0.04968   0.02757         0
   173/199     1.65G  0.009876  0.004107         0   0.01398        14       512    0.8043    0.6235    0.6626    0.2971   0.04966   0.02755         0
   174/199     1.65G  0.009489  0.004172         0   0.01366        14       512    0.8081    0.6274    0.6626    0.2973   0.04972   0.02764         0
   175/199     1.65G  0.009684  0.004042         0   0.01373        14       512    0.8159    0.6176    0.6579    0.2972   0.04975   0.02776         0
   176/199     1.65G  0.009477   0.00395         0   0.01343        14       512    0.8091    0.6235     0.664    0.2974   0.04977   0.02777         0
   177/199     1.65G  0.009542  0.004099         0   0.01364        14       512    0.7726    0.6471    0.6618    0.2988   0.04973    0.0278         0
   178/199     1.65G  0.009306  0.004133         0   0.01344        14       512    0.7744    0.6471    0.6631    0.2989   0.04971   0.02772         0
   179/199     1.65G  0.009311  0.003955         0   0.01327        14       512    0.7688    0.6471    0.6586    0.2967   0.04981   0.02776         0
   180/199     1.65G  0.009434  0.004114         0   0.01355        14       512     0.768     0.651    0.6624    0.2989   0.04981    0.0278         0
   181/199     1.65G  0.009275  0.003933         0   0.01321        14       512    0.7902    0.6353    0.6621    0.2981   0.04974   0.02774         0
   182/199     1.65G  0.009397  0.003966         0   0.01336        14       512    0.8041    0.6294    0.6605    0.2974   0.04974   0.02773         0
   183/199     1.65G  0.009246  0.003832         0   0.01308        14       512     0.797    0.6314    0.6553     0.296   0.04976    0.0277         0
   184/199     1.65G  0.009385  0.004041         0   0.01343        14       512    0.7922    0.6353    0.6592    0.2969   0.04978   0.02774         0
   185/199     1.65G    0.0093  0.003948         0   0.01325        14       512    0.7916    0.6333     0.658    0.2971   0.04979   0.02779         0
   186/199     1.65G  0.009343  0.004022         0   0.01336        14       512     0.798    0.6273    0.6592    0.2979   0.04982   0.02783         0
   187/199     1.65G  0.009255  0.003996         0   0.01325        14       512    0.7956    0.6333    0.6611    0.2974    0.0498   0.02782         0
   188/199     1.65G  0.009281  0.003833         0   0.01311        14       512     0.792    0.6353    0.6614    0.2974   0.04978   0.02785         0
   189/199     1.65G  0.009277  0.004095         0   0.01337        14       512    0.7965    0.6373    0.6611    0.2986   0.04977   0.02787         0
   190/199     1.65G   0.00934  0.003945         0   0.01329        14       512    0.7958    0.6353    0.6582    0.2973   0.04977   0.02784         0
   191/199     1.65G  0.009194  0.003956         0   0.01315        14       512    0.7921    0.6353    0.6601    0.2966   0.04978   0.02786         0
   192/199     1.65G  0.009226  0.003952         0   0.01318        14       512    0.7946    0.6373    0.6601    0.2976   0.04979   0.02791         0
   193/199     1.65G  0.009245  0.003997         0   0.01324        14       512    0.7921    0.6353    0.6587    0.2971    0.0498   0.02791         0
   194/199     1.65G  0.009071  0.003995         0   0.01307        14       512    0.7922    0.6352    0.6595    0.2978    0.0498   0.02795         0
   195/199     1.65G  0.009338   0.00396         0    0.0133        14       512    0.7897    0.6333    0.6565     0.297   0.04981   0.02793         0
   196/199     1.65G   0.00921  0.003803         0   0.01301        14       512    0.7907    0.6314    0.6591    0.2975   0.04979    0.0279         0
   197/199     1.65G  0.009123  0.003781         0    0.0129        14       512    0.7938    0.6353    0.6616    0.2954   0.04979   0.02793         0
   198/199     1.65G  0.009219  0.003885         0    0.0131        14       512    0.7912    0.6392    0.6622    0.2958    0.0498    0.0279         0
   199/199     1.65G  0.009111  0.003803         0   0.01291        14       512     0.791    0.6392    0.6622    0.2969    0.0498   0.02789         0
